TIME,REAL 1,IMAGINARY 1,PHASE 1,SYSTEM PHASE 1,IMPEDANCE 1,REAL 2,IMAGINARY 2,PHASE 2,SYSTEM PHASE 2,IMPEDANCE 2,REAL 3,IMAGINARY 3,PHASE 3,SYSTEM PHASE 3,IMPEDANCE 3,REAL 4,IMAGINARY 4,PHASE 4,SYSTEM PHASE 4,IMPEDANCE 4,REAL 5,IMAGINARY 5,PHASE 5,SYSTEM PHASE 5,IMPEDANCE 5,REAL 6,IMAGINARY 6,PHASE 6,SYSTEM PHASE 6,IMPEDANCE 6,REAL 7,IMAGINARY 7,PHASE 7,SYSTEM PHASE 7,IMPEDANCE 7,REAL 8,IMAGINARY 8,PHASE 8,SYSTEM PHASE 8,IMPEDANCE 8,REAL 9,IMAGINARY 9,PHASE 9,SYSTEM PHASE 9,IMPEDANCE 9,REAL 10,IMAGINARY 10,PHASE 10,SYSTEM PHASE 10,IMPEDANCE 10,REAL 11,IMAGINARY 11,PHASE 11,SYSTEM PHASE 11,IMPEDANCE 11,REAL 12,IMAGINARY 12,PHASE 12,SYSTEM PHASE 12,IMPEDANCE 12,REAL 13,IMAGINARY 13,PHASE 13,SYSTEM PHASE 13,IMPEDANCE 13,REAL 14,IMAGINARY 14,PHASE 14,SYSTEM PHASE 14,IMPEDANCE 14,REAL 15,IMAGINARY 15,PHASE 15,SYSTEM PHASE 15,IMPEDANCE 15,REAL 16,IMAGINARY 16,PHASE 16,SYSTEM PHASE 16,IMPEDANCE 16,REAL 17,IMAGINARY 17,PHASE 17,SYSTEM PHASE 17,IMPEDANCE 17,REAL 18,IMAGINARY 18,PHASE 18,SYSTEM PHASE 18,IMPEDANCE 18,REAL 19,IMAGINARY 19,PHASE 19,SYSTEM PHASE 19,IMPEDANCE 19,REAL 20,IMAGINARY 20,PHASE 20,SYSTEM PHASE 20,IMPEDANCE 20,REAL 21,IMAGINARY 21,PHASE 21,SYSTEM PHASE 21,IMPEDANCE 21,REAL 22,IMAGINARY 22,PHASE 22,SYSTEM PHASE 22,IMPEDANCE 22,REAL 23,IMAGINARY 23,PHASE 23,SYSTEM PHASE 23,IMPEDANCE 23,REAL 24,IMAGINARY 24,PHASE 24,SYSTEM PHASE 24,IMPEDANCE 24,REAL 25,IMAGINARY 25,PHASE 25,SYSTEM PHASE 25,IMPEDANCE 25,REAL 26,IMAGINARY 26,PHASE 26,SYSTEM PHASE 26,IMPEDANCE 26,REAL 27,IMAGINARY 27,PHASE 27,SYSTEM PHASE 27,IMPEDANCE 27,REAL 28,IMAGINARY 28,PHASE 28,SYSTEM PHASE 28,IMPEDANCE 28,,,
2.13,-7,-54,-1.3,-1.7,891355.87,0,-37,-1.17,-1.57,1311782.25,-1,-36,-1.19,-1.6,1347700.87,2,-34,-1.11,-1.51,1425064.37,-1,-34,-1.2,-1.6,1426910.75,1,-33,-1.14,-1.54,1470111.37,1,-34,-1.14,-1.54,1426910.75,1,-33,-1.14,-1.54,1470111.37,0,-33,-1.17,-1.57,1470786.12,1,-32,-1.14,-1.54,1516008.25,1,-32,-1.14,-1.54,1516008.25,4,-36,-1.06,-1.46,1339974.5,1,-33,-1.14,-1.54,1470111.37,-2,-32,-1.23,-1.63,1513794.5,-2,-32,-1.23,-1.63,1513794.5,-1,-32,-1.2,-1.6,1516008.25,-2,-33,-1.23,-1.63,1468092.37,-2,-32,-1.23,-1.63,1513794.5,-1,-31,-1.2,-1.6,1564861.62,-3,-32,-1.26,-1.66,1510126.5,-3,-35,-1.25,-1.66,1381674.87,-3,-38,-1.25,-1.65,1273299.87,0,-35,-1.17,-1.57,1386741.25,4,-37,-1.06,-1.46,1304183.25,234,-164,-0.21,-0.61,169855.67,-3,-35,-1.25,-1.66,1381674.87,-6,-44,-1.3,-1.71,1092974.5,19213,4646,0.64,0.24,2455.43,,,
2.32,-7,-54,-1.3,-1.7,891355.87,-1,-36,-1.19,-1.6,1347700.87,1,-34,-1.14,-1.54,1426910.75,-1,-34,-1.2,-1.6,1426910.75,2,-34,-1.11,-1.51,1425064.37,0,-34,-1.17,-1.57,1427527.75,0,-35,-1.17,-1.57,1386741.25,0,-35,-1.17,-1.57,1386741.25,0,-34,-1.17,-1.57,1427527.75,0,-34,-1.17,-1.57,1427527.75,0,-36,-1.17,-1.57,1348220.62,3,-37,-1.09,-1.49,1307491.5,2,-32,-1.1,-1.51,1513794.5,-1,-31,-1.2,-1.6,1564861.62,-3,-32,-1.26,-1.66,1510126.5,-2,-30,-1.23,-1.64,1614281.5,-2,-32,-1.23,-1.63,1513794.5,-2,-33,-1.23,-1.63,1468092.37,-1,-32,-1.2,-1.6,1516008.25,-2,-32,-1.23,-1.63,1513794.5,-3,-36,-1.25,-1.65,1343563.62,-3,-36,-1.25,-1.65,1343563.62,1,-35,-1.14,-1.54,1386175.62,3,-37,-1.09,-1.49,1307491.5,236,-165,-0.21,-0.61,168550.96,-2,-34,-1.23,-1.63,1425064.37,-4,-44,-1.26,-1.66,1098559.5,19214,4636,0.64,0.24,2455.6,,,
2.51,-7,-52,-1.3,-1.7,925039.68,0,-37,-1.17,-1.57,1311782.25,-1,-35,-1.2,-1.6,1386175.62,-1,-32,-1.2,-1.6,1516008.25,1,-36,-1.14,-1.54,1347700.87,1,-32,-1.14,-1.54,1516008.25,1,-33,-1.14,-1.54,1470111.37,0,-34,-1.17,-1.57,1427527.75,0,-34,-1.17,-1.57,1427527.75,0,-33,-1.17,-1.57,1470786.12,0,-34,-1.17,-1.57,1427527.75,2,-37,-1.11,-1.52,1309870,1,-33,-1.14,-1.54,1470111.37,-2,-31,-1.23,-1.64,1562427.25,-1,-31,-1.2,-1.6,1564861.62,-2,-32,-1.23,-1.63,1513794.5,-2,-31,-1.23,-1.64,1562427.25,-1,-33,-1.2,-1.6,1470111.37,-2,-33,-1.23,-1.63,1468092.37,0,-33,-1.17,-1.57,1470786.12,-2,-37,-1.22,-1.62,1309870,-5,-37,-1.3,-1.71,1299966.37,1,-34,-1.14,-1.54,1426910.75,3,-39,-1.09,-1.49,1240845.62,237,-168,-0.21,-0.62,167074.54,-3,-36,-1.25,-1.65,1343563.62,-5,-43,-1.28,-1.69,1121188.62,19213,4643,0.64,0.24,2455.52,,,
2.69,-6,-55,-1.28,-1.68,877267.06,-2,-36,-1.22,-1.63,1346144.87,0,-34,-1.17,-1.57,1427527.75,0,-33,-1.17,-1.57,1470786.12,0,-33,-1.17,-1.57,1470786.12,0,-32,-1.17,-1.57,1516748.25,-1,-32,-1.2,-1.6,1516008.25,3,-34,-1.08,-1.48,1422003,0,-34,-1.17,-1.57,1427527.75,1,-32,-1.14,-1.54,1516008.25,1,-34,-1.14,-1.54,1426910.75,3,-39,-1.09,-1.49,1240845.62,2,-33,-1.11,-1.51,1468092.37,0,-31,-1.17,-1.57,1565675.62,-2,-32,-1.23,-1.63,1513794.5,-2,-33,-1.23,-1.63,1468092.37,-1,-32,-1.2,-1.6,1516008.25,-3,-33,-1.26,-1.66,1464746,-2,-31,-1.23,-1.64,1562427.25,-3,-33,-1.26,-1.66,1464746,-2,-35,-1.22,-1.63,1384482.75,-3,-36,-1.25,-1.65,1343563.62,2,-33,-1.11,-1.51,1468092.37,3,-38,-1.09,-1.49,1273299.87,239,-169,-0.21,-0.62,165813.04,-1,-34,-1.2,-1.6,1426910.75,-5,-46,-1.28,-1.68,1048950.87,19214,4647,0.64,0.24,2455.28,,,
2.88,-5,-54,-1.26,-1.66,894985.43,-3,-37,-1.25,-1.65,1307491.5,-1,-34,-1.2,-1.6,1426910.75,-1,-35,-1.2,-1.6,1386175.62,0,-32,-1.17,-1.57,1516748.25,2,-33,-1.11,-1.51,1468092.37,1,-33,-1.14,-1.54,1470111.37,1,-33,-1.14,-1.54,1470111.37,1,-35,-1.14,-1.54,1386175.62,1,-32,-1.14,-1.54,1516008.25,2,-32,-1.1,-1.51,1513794.5,3,-37,-1.09,-1.49,1307491.5,0,-33,-1.17,-1.57,1470786.12,0,-31,-1.17,-1.57,1565675.62,-1,-31,-1.2,-1.6,1564861.62,-1,-31,-1.2,-1.6,1564861.62,-2,-33,-1.23,-1.63,1468092.37,-3,-33,-1.26,-1.66,1464746,-3,-31,-1.26,-1.67,1558395.25,-2,-32,-1.23,-1.63,1513794.5,-4,-36,-1.28,-1.68,1339974.5,-3,-37,-1.25,-1.65,1307491.5,0,-33,-1.17,-1.57,1470786.12,2,-36,-1.11,-1.52,1346144.87,243,-173,-0.21,-0.62,162712.96,-3,-36,-1.25,-1.65,1343563.62,-5,-43,-1.28,-1.69,1121188.62,19213,4646,0.64,0.24,2455.43,,,
3.06,-7,-55,-1.29,-1.7,875410.12,-1,-38,-1.19,-1.6,1276819.62,0,-35,-1.17,-1.57,1386741.25,1,-34,-1.14,-1.54,1426910.75,1,-34,-1.14,-1.54,1426910.75,2,-33,-1.11,-1.51,1468092.37,2,-34,-1.11,-1.51,1425064.37,-1,-34,-1.2,-1.6,1426910.75,1,-33,-1.14,-1.54,1470111.37,1,-34,-1.14,-1.54,1426910.75,0,-33,-1.17,-1.57,1470786.12,4,-38,-1.06,-1.47,1270243.75,2,-31,-1.1,-1.51,1562427.25,-1,-31,-1.2,-1.6,1564861.62,0,-31,-1.17,-1.57,1565675.62,-1,-33,-1.2,-1.6,1470111.37,-2,-31,-1.23,-1.64,1562427.25,-2,-32,-1.23,-1.63,1513794.5,-2,-34,-1.23,-1.63,1425064.37,0,-32,-1.17,-1.57,1516748.25,-3,-37,-1.25,-1.65,1307491.5,-1,-37,-1.19,-1.6,1311303.37,3,-34,-1.08,-1.48,1422003,3,-37,-1.09,-1.49,1307491.5,244,-174,-0.22,-0.62,161955.73,-3,-35,-1.25,-1.66,1381674.87,-7,-46,-1.32,-1.72,1043120.62,19213,4643,0.64,0.24,2455.52,,,
3.25,-6,-53,-1.28,-1.68,909960.06,0,-38,-1.17,-1.57,1277261.62,-1,-35,-1.2,-1.6,1386175.62,-1,-34,-1.2,-1.6,1426910.75,0,-34,-1.17,-1.57,1427527.75,0,-32,-1.17,-1.57,1516748.25,1,-32,-1.14,-1.54,1516008.25,0,-33,-1.17,-1.57,1470786.12,1,-33,-1.14,-1.54,1470111.37,0,-34,-1.17,-1.57,1427527.75,0,-35,-1.17,-1.57,1386741.25,3,-38,-1.09,-1.49,1273299.87,1,-33,-1.14,-1.54,1470111.37,-1,-31,-1.2,-1.6,1564861.62,-2,-31,-1.23,-1.64,1562427.25,-3,-32,-1.26,-1.66,1510126.5,-2,-31,-1.23,-1.64,1562427.25,-3,-33,-1.26,-1.66,1464746,-2,-32,-1.23,-1.63,1513794.5,-1,-34,-1.2,-1.6,1426910.75,-3,-36,-1.25,-1.65,1343563.62,-3,-36,-1.25,-1.65,1343563.62,1,-34,-1.14,-1.54,1426910.75,5,-39,-1.04,-1.44,1234408,245,-176,-0.22,-0.62,160894.2,-4,-35,-1.28,-1.68,1377772.75,-5,-45,-1.28,-1.68,1071979.75,19213,4639,0.64,0.24,2455.64,,,
3.44,-7,-53,-1.3,-1.7,907888.18,0,-36,-1.17,-1.57,1348220.62,1,-35,-1.14,-1.54,1386175.62,1,-34,-1.14,-1.54,1426910.75,1,-32,-1.14,-1.54,1516008.25,0,-32,-1.17,-1.57,1516748.25,0,-33,-1.17,-1.57,1470786.12,1,-32,-1.14,-1.54,1516008.25,-1,-33,-1.2,-1.6,1470111.37,1,-31,-1.13,-1.54,1564861.62,0,-33,-1.17,-1.57,1470786.12,4,-38,-1.06,-1.47,1270243.75,3,-32,-1.07,-1.48,1510126.5,1,-32,-1.14,-1.54,1516008.25,-2,-33,-1.23,-1.63,1468092.37,-1,-32,-1.2,-1.6,1516008.25,-2,-32,-1.23,-1.63,1513794.5,-2,-33,-1.23,-1.63,1468092.37,-3,-32,-1.26,-1.66,1510126.5,-3,-33,-1.26,-1.66,1464746,-3,-35,-1.25,-1.66,1381674.87,-2,-37,-1.22,-1.62,1309870,1,-34,-1.14,-1.54,1426910.75,3,-37,-1.09,-1.49,1307491.5,248,-176,-0.21,-0.62,159602.45,-3,-35,-1.25,-1.66,1381674.87,-5,-45,-1.28,-1.68,1071979.75,19213,4643,0.64,0.24,2455.52,,,
3.62,-5,-53,-1.26,-1.66,911724.37,0,-36,-1.17,-1.57,1348220.62,0,-34,-1.17,-1.57,1427527.75,0,-34,-1.17,-1.57,1427527.75,0,-33,-1.17,-1.57,1470786.12,0,-33,-1.17,-1.57,1470786.12,2,-34,-1.11,-1.51,1425064.37,1,-34,-1.14,-1.54,1426910.75,1,-34,-1.14,-1.54,1426910.75,0,-32,-1.17,-1.57,1516748.25,1,-33,-1.14,-1.54,1470111.37,3,-38,-1.09,-1.49,1273299.87,1,-32,-1.14,-1.54,1516008.25,-2,-33,-1.23,-1.63,1468092.37,-1,-33,-1.2,-1.6,1470111.37,0,-32,-1.17,-1.57,1516748.25,-2,-33,-1.23,-1.63,1468092.37,-3,-32,-1.26,-1.66,1510126.5,-2,-33,-1.23,-1.63,1468092.37,0,-32,-1.17,-1.57,1516748.25,-2,-35,-1.22,-1.63,1384482.75,-3,-36,-1.25,-1.65,1343563.62,0,-33,-1.17,-1.57,1470786.12,5,-38,-1.04,-1.44,1266346.5,249,-178,-0.22,-0.62,158572.71,-1,-37,-1.19,-1.6,1311303.37,-8,-45,-1.34,-1.75,1061926,19213,4643,0.64,0.24,2455.52,,,
3.81,-8,-52,-1.32,-1.72,922529.87,-1,-37,-1.19,-1.6,1311303.37,-1,-36,-1.19,-1.6,1347700.87,2,-33,-1.11,-1.51,1468092.37,0,-34,-1.17,-1.57,1427527.75,2,-34,-1.11,-1.51,1425064.37,1,-34,-1.14,-1.54,1426910.75,2,-33,-1.11,-1.51,1468092.37,1,-34,-1.14,-1.54,1426910.75,1,-32,-1.14,-1.54,1516008.25,0,-34,-1.17,-1.57,1427527.75,4,-39,-1.06,-1.47,1238016.87,2,-33,-1.11,-1.51,1468092.37,-1,-30,-1.2,-1.6,1616966.75,-1,-32,-1.2,-1.6,1516008.25,-2,-32,-1.23,-1.63,1513794.5,-1,-33,-1.2,-1.6,1470111.37,-2,-32,-1.23,-1.63,1513794.5,-1,-34,-1.2,-1.6,1426910.75,-1,-33,-1.2,-1.6,1470111.37,-2,-38,-1.22,-1.62,1275496.25,-3,-37,-1.25,-1.65,1307491.5,1,-35,-1.14,-1.54,1386175.62,3,-38,-1.09,-1.49,1273299.87,252,-179,-0.21,-0.62,157021.64,-5,-35,-1.31,-1.71,1372803.75,-5,-44,-1.28,-1.68,1096035.62,19212,4640,0.64,0.24,2455.73,,,
4,-6,-53,-1.28,-1.68,909960.06,-2,-39,-1.22,-1.62,1242878.25,-1,-34,-1.2,-1.6,1426910.75,2,-34,-1.11,-1.51,1425064.37,2,-33,-1.11,-1.51,1468092.37,2,-34,-1.11,-1.51,1425064.37,1,-34,-1.14,-1.54,1426910.75,1,-33,-1.14,-1.54,1470111.37,0,-35,-1.17,-1.57,1386741.25,0,-33,-1.17,-1.57,1470786.12,0,-34,-1.17,-1.57,1427527.75,4,-39,-1.06,-1.47,1238016.87,1,-33,-1.14,-1.54,1470111.37,-2,-32,-1.23,-1.63,1513794.5,-2,-32,-1.23,-1.63,1513794.5,-1,-32,-1.2,-1.6,1516008.25,-2,-31,-1.23,-1.64,1562427.25,-1,-31,-1.2,-1.6,1564861.62,0,-32,-1.17,-1.57,1516748.25,-2,-34,-1.23,-1.63,1425064.37,-3,-37,-1.25,-1.65,1307491.5,-1,-36,-1.19,-1.6,1347700.87,0,-34,-1.17,-1.57,1427527.75,3,-38,-1.09,-1.49,1273299.87,253,-179,-0.21,-0.62,156608.31,-3,-35,-1.25,-1.66,1381674.87,-4,-45,-1.26,-1.66,1074340.5,19214,4644,0.64,0.24,2455.37,,,
4.18,-7,-54,-1.3,-1.7,891355.87,-2,-38,-1.22,-1.62,1275496.25,1,-36,-1.14,-1.54,1347700.87,1,-34,-1.14,-1.54,1426910.75,0,-34,-1.17,-1.57,1427527.75,0,-34,-1.17,-1.57,1427527.75,0,-33,-1.17,-1.57,1470786.12,1,-33,-1.14,-1.54,1470111.37,1,-34,-1.14,-1.54,1426910.75,3,-33,-1.08,-1.48,1464746,1,-34,-1.14,-1.54,1426910.75,3,-38,-1.09,-1.49,1273299.87,1,-33,-1.14,-1.54,1470111.37,-1,-31,-1.2,-1.6,1564861.62,-1,-30,-1.2,-1.6,1616966.75,-1,-31,-1.2,-1.6,1564861.62,0,-32,-1.17,-1.57,1516748.25,0,-34,-1.17,-1.57,1427527.75,-1,-32,-1.2,-1.6,1516008.25,-1,-33,-1.2,-1.6,1470111.37,-4,-36,-1.28,-1.68,1339974.5,-3,-36,-1.25,-1.65,1343563.62,2,-36,-1.11,-1.52,1346144.87,3,-37,-1.09,-1.49,1307491.5,254,-182,-0.22,-0.62,155327.93,-2,-35,-1.22,-1.63,1384482.75,-5,-44,-1.28,-1.68,1096035.62,19211,4643,0.64,0.24,2455.76,,,
4.37,-8,-53,-1.32,-1.72,905515.06,-1,-36,-1.19,-1.6,1347700.87,0,-36,-1.17,-1.57,1348220.62,0,-36,-1.17,-1.57,1348220.62,0,-35,-1.17,-1.57,1386741.25,2,-35,-1.11,-1.51,1384482.75,0,-34,-1.17,-1.57,1427527.75,2,-34,-1.11,-1.51,1425064.37,0,-33,-1.17,-1.57,1470786.12,0,-34,-1.17,-1.57,1427527.75,1,-34,-1.14,-1.54,1426910.75,4,-38,-1.06,-1.47,1270243.75,2,-35,-1.11,-1.51,1384482.75,-2,-31,-1.23,-1.64,1562427.25,-1,-31,-1.2,-1.6,1564861.62,-2,-32,-1.23,-1.63,1513794.5,-1,-33,-1.2,-1.6,1470111.37,-1,-33,-1.2,-1.6,1470111.37,0,-31,-1.17,-1.57,1565675.62,-1,-32,-1.2,-1.6,1516008.25,-2,-37,-1.22,-1.62,1309870,-3,-36,-1.25,-1.65,1343563.62,1,-33,-1.14,-1.54,1470111.37,3,-38,-1.09,-1.49,1273299.87,256,-182,-0.21,-0.62,154522.92,-1,-36,-1.19,-1.6,1347700.87,-5,-43,-1.28,-1.69,1121188.62,19215,4637,0.64,0.24,2455.45,,,
4.55,-7,-52,-1.3,-1.7,925039.68,-1,-37,-1.19,-1.6,1311303.37,-1,-34,-1.2,-1.6,1426910.75,1,-34,-1.14,-1.54,1426910.75,-1,-34,-1.2,-1.6,1426910.75,2,-33,-1.11,-1.51,1468092.37,1,-33,-1.14,-1.54,1470111.37,1,-32,-1.14,-1.54,1516008.25,3,-34,-1.08,-1.48,1422003,1,-34,-1.14,-1.54,1426910.75,0,-32,-1.17,-1.57,1516748.25,4,-38,-1.06,-1.47,1270243.75,0,-35,-1.17,-1.57,1386741.25,-2,-32,-1.23,-1.63,1513794.5,-2,-31,-1.23,-1.64,1562427.25,-1,-33,-1.2,-1.6,1470111.37,-2,-31,-1.23,-1.64,1562427.25,-1,-33,-1.2,-1.6,1470111.37,-2,-32,-1.23,-1.63,1513794.5,-1,-33,-1.2,-1.6,1470111.37,-2,-35,-1.22,-1.63,1384482.75,-3,-37,-1.25,-1.65,1307491.5,0,-35,-1.17,-1.57,1386741.25,3,-38,-1.09,-1.49,1273299.87,258,-183,-0.21,-0.62,153443.46,-3,-36,-1.25,-1.65,1343563.62,-4,-44,-1.26,-1.66,1098559.5,19212,4647,0.64,0.24,2455.52,,,
4.74,-6,-54,-1.28,-1.68,893316.43,1,-36,-1.14,-1.54,1347700.87,1,-35,-1.14,-1.54,1386175.62,1,-33,-1.14,-1.54,1470111.37,1,-35,-1.14,-1.54,1386175.62,1,-33,-1.14,-1.54,1470111.37,1,-33,-1.14,-1.54,1470111.37,0,-36,-1.17,-1.57,1348220.62,1,-34,-1.14,-1.54,1426910.75,3,-33,-1.08,-1.48,1464746,0,-35,-1.17,-1.57,1386741.25,3,-39,-1.09,-1.49,1240845.62,0,-33,-1.17,-1.57,1470786.12,-1,-32,-1.2,-1.6,1516008.25,-2,-32,-1.23,-1.63,1513794.5,-2,-33,-1.23,-1.63,1468092.37,-1,-33,-1.2,-1.6,1470111.37,-2,-33,-1.23,-1.63,1468092.37,-2,-31,-1.23,-1.64,1562427.25,-1,-34,-1.2,-1.6,1426910.75,-2,-37,-1.22,-1.62,1309870,-2,-36,-1.22,-1.63,1346144.87,1,-34,-1.14,-1.54,1426910.75,3,-37,-1.09,-1.49,1307491.5,259,-183,-0.21,-0.62,153048.56,-3,-35,-1.25,-1.66,1381674.87,-6,-43,-1.31,-1.71,1117912.5,19216,4641,0.64,0.24,2455.22,,,
4.93,-8,-54,-1.31,-1.72,889109.75,-3,-36,-1.25,-1.65,1343563.62,0,-36,-1.17,-1.57,1348220.62,1,-35,-1.14,-1.54,1386175.62,0,-33,-1.17,-1.57,1470786.12,-1,-33,-1.2,-1.6,1470111.37,0,-34,-1.17,-1.57,1427527.75,0,-35,-1.17,-1.57,1386741.25,0,-34,-1.17,-1.57,1427527.75,1,-34,-1.14,-1.54,1426910.75,1,-33,-1.14,-1.54,1470111.37,3,-40,-1.09,-1.5,1210000.25,1,-34,-1.14,-1.54,1426910.75,-2,-31,-1.23,-1.64,1562427.25,-1,-31,-1.2,-1.6,1564861.62,-2,-32,-1.23,-1.63,1513794.5,0,-33,-1.17,-1.57,1470786.12,-2,-33,-1.23,-1.63,1468092.37,0,-32,-1.17,-1.57,1516748.25,-2,-32,-1.23,-1.63,1513794.5,-2,-35,-1.22,-1.63,1384482.75,-4,-37,-1.27,-1.68,1304183.25,1,-34,-1.14,-1.54,1426910.75,4,-36,-1.06,-1.46,1339974.5,262,-185,-0.21,-0.61,151328.67,-2,-35,-1.22,-1.63,1384482.75,-6,-46,-1.3,-1.7,1046266.62,19212,4641,0.64,0.24,2455.7,,,
5.11,-5,-53,-1.26,-1.66,911724.37,0,-36,-1.17,-1.57,1348220.62,0,-34,-1.17,-1.57,1427527.75,1,-34,-1.14,-1.54,1426910.75,1,-34,-1.14,-1.54,1426910.75,1,-33,-1.14,-1.54,1470111.37,1,-33,-1.14,-1.54,1470111.37,1,-33,-1.14,-1.54,1470111.37,1,-34,-1.14,-1.54,1426910.75,1,-32,-1.14,-1.54,1516008.25,3,-35,-1.08,-1.49,1381674.87,3,-38,-1.09,-1.49,1273299.87,2,-35,-1.11,-1.51,1384482.75,-3,-33,-1.26,-1.66,1464746,-1,-32,-1.2,-1.6,1516008.25,-3,-33,-1.26,-1.66,1464746,-3,-31,-1.26,-1.67,1558395.25,-2,-32,-1.23,-1.63,1513794.5,-1,-32,-1.2,-1.6,1516008.25,0,-32,-1.17,-1.57,1516748.25,-1,-36,-1.19,-1.6,1347700.87,-2,-35,-1.22,-1.63,1384482.75,0,-34,-1.17,-1.57,1427527.75,5,-38,-1.04,-1.44,1266346.5,262,-185,-0.21,-0.61,151328.67,-2,-35,-1.22,-1.63,1384482.75,-4,-44,-1.26,-1.66,1098559.5,19214,4644,0.64,0.24,2455.37,,,
5.3,-6,-52,-1.28,-1.69,927231.56,-1,-36,-1.19,-1.6,1347700.87,-1,-36,-1.19,-1.6,1347700.87,0,-36,-1.17,-1.57,1348220.62,0,-33,-1.17,-1.57,1470786.12,1,-33,-1.14,-1.54,1470111.37,1,-33,-1.14,-1.54,1470111.37,1,-34,-1.14,-1.54,1426910.75,2,-33,-1.11,-1.51,1468092.37,1,-32,-1.14,-1.54,1516008.25,0,-33,-1.17,-1.57,1470786.12,4,-38,-1.06,-1.47,1270243.75,0,-35,-1.17,-1.57,1386741.25,-2,-32,-1.23,-1.63,1513794.5,-2,-31,-1.23,-1.64,1562427.25,-2,-33,-1.23,-1.63,1468092.37,-2,-32,-1.23,-1.63,1513794.5,-1,-31,-1.2,-1.6,1564861.62,-2,-31,-1.23,-1.64,1562427.25,-2,-33,-1.23,-1.63,1468092.37,-4,-37,-1.27,-1.68,1304183.25,-3,-37,-1.25,-1.65,1307491.5,2,-36,-1.11,-1.52,1346144.87,3,-40,-1.09,-1.5,1210000.25,265,-187,-0.21,-0.61,149647,-2,-36,-1.22,-1.63,1346144.87,-6,-44,-1.3,-1.71,1092974.5,19212,4642,0.64,0.24,2455.67,,,
5.49,-7,-55,-1.29,-1.7,875410.12,-2,-37,-1.22,-1.62,1309870,1,-34,-1.14,-1.54,1426910.75,1,-35,-1.14,-1.54,1386175.62,0,-33,-1.17,-1.57,1470786.12,1,-33,-1.14,-1.54,1470111.37,1,-31,-1.13,-1.54,1564861.62,0,-33,-1.17,-1.57,1470786.12,0,-33,-1.17,-1.57,1470786.12,1,-32,-1.14,-1.54,1516008.25,1,-33,-1.14,-1.54,1470111.37,3,-38,-1.09,-1.49,1273299.87,2,-33,-1.11,-1.51,1468092.37,-2,-32,-1.23,-1.63,1513794.5,-2,-32,-1.23,-1.63,1513794.5,-2,-31,-1.23,-1.64,1562427.25,-1,-31,-1.2,-1.6,1564861.62,0,-31,-1.17,-1.57,1565675.62,-1,-31,-1.2,-1.6,1564861.62,-2,-32,-1.23,-1.63,1513794.5,-4,-36,-1.28,-1.68,1339974.5,-3,-36,-1.25,-1.65,1343563.62,2,-35,-1.11,-1.51,1384482.75,4,-38,-1.06,-1.47,1270243.75,265,-187,-0.21,-0.61,149647,-2,-35,-1.22,-1.63,1384482.75,-8,-46,-1.34,-1.74,1039525.68,19213,4644,0.64,0.24,2455.49,,,
5.67,-9,-52,-1.34,-1.74,919709.93,-1,-37,-1.19,-1.6,1311303.37,-1,-35,-1.2,-1.6,1386175.62,-1,-34,-1.2,-1.6,1426910.75,-1,-34,-1.2,-1.6,1426910.75,1,-32,-1.14,-1.54,1516008.25,1,-34,-1.14,-1.54,1426910.75,1,-33,-1.14,-1.54,1470111.37,1,-32,-1.14,-1.54,1516008.25,1,-33,-1.14,-1.54,1470111.37,1,-34,-1.14,-1.54,1426910.75,3,-38,-1.09,-1.49,1273299.87,1,-34,-1.14,-1.54,1426910.75,-1,-31,-1.2,-1.6,1564861.62,-1,-31,-1.2,-1.6,1564861.62,-1,-30,-1.2,-1.6,1616966.75,-1,-33,-1.2,-1.6,1470111.37,-2,-31,-1.23,-1.64,1562427.25,1,-33,-1.14,-1.54,1470111.37,-1,-32,-1.2,-1.6,1516008.25,-1,-37,-1.19,-1.6,1311303.37,-3,-38,-1.25,-1.65,1273299.87,2,-35,-1.11,-1.51,1384482.75,3,-40,-1.09,-1.5,1210000.25,266,-189,-0.21,-0.62,148742.67,-4,-36,-1.28,-1.68,1339974.5,-5,-45,-1.28,-1.68,1071979.75,19211,4645,0.64,0.24,2455.7,,,
5.86,-6,-53,-1.28,-1.68,909960.06,-2,-37,-1.22,-1.62,1309870,0,-33,-1.17,-1.57,1470786.12,0,-34,-1.17,-1.57,1427527.75,2,-32,-1.1,-1.51,1513794.5,2,-34,-1.11,-1.51,1425064.37,2,-33,-1.11,-1.51,1468092.37,0,-34,-1.17,-1.57,1427527.75,1,-34,-1.14,-1.54,1426910.75,0,-33,-1.17,-1.57,1470786.12,0,-33,-1.17,-1.57,1470786.12,3,-40,-1.09,-1.5,1210000.25,1,-33,-1.14,-1.54,1470111.37,-1,-32,-1.2,-1.6,1516008.25,-1,-32,-1.2,-1.6,1516008.25,-1,-33,-1.2,-1.6,1470111.37,-1,-33,-1.2,-1.6,1470111.37,-1,-31,-1.2,-1.6,1564861.62,0,-32,-1.17,-1.57,1516748.25,-2,-34,-1.23,-1.63,1425064.37,-2,-37,-1.22,-1.62,1309870,-4,-37,-1.27,-1.68,1304183.25,1,-33,-1.14,-1.54,1470111.37,5,-38,-1.04,-1.44,1266346.5,268,-190,-0.21,-0.62,147742.17,-2,-37,-1.22,-1.62,1309870,-6,-43,-1.31,-1.71,1117912.5,19211,4645,0.64,0.24,2455.7,,,
